,loss,accuracy,val_loss,val_accuracy
0,0.31603142619132996,0.8896570801734924,0.6153366565704346,0.9126105904579163
1,0.23684220016002655,0.9200774431228638,2.7317659854888916,0.9026548862457275
2,0.1635500192642212,0.9383296370506287,0.6496015787124634,0.8230088353157043
3,0.16958461701869965,0.9386062026023865,0.8779962062835693,0.8064159154891968
4,0.1447821706533432,0.9460729956626892,0.15685005486011505,0.9546459913253784
5,0.12155570834875107,0.9582411646842957,0.1573135107755661,0.9435840845108032
6,0.11975397169589996,0.9585176706314087,0.2034199833869934,0.9358407258987427
7,0.1110357865691185,0.9596238732337952,4.737390995025635,0.7533186078071594
8,0.10640483349561691,0.9615597128868103,0.1499650776386261,0.9480088353157043
9,0.1027948409318924,0.9621128439903259,0.22302792966365814,0.9170354008674622
10,0.08836428076028824,0.9698562026023865,0.10794263333082199,0.9634955525398254
11,0.0837213397026062,0.9706858396530151,0.12507081031799316,0.9502212405204773
12,0.09156858921051025,0.9679203629493713,0.1658327281475067,0.9280973672866821
13,0.0778212770819664,0.9751105904579163,0.11264356970787048,0.9546459913253784
14,0.07950590550899506,0.9728982448577881,0.15381485223770142,0.9435840845108032
15,0.0717293843626976,0.9753871560096741,0.1346283107995987,0.9623894095420837
16,0.07580576837062836,0.9742809534072876,0.17272119224071503,0.9557521939277649
17,0.06782836467027664,0.9778761267662048,0.12078657746315002,0.9557521939277649
18,0.07567117363214493,0.9748340845108032,1.2487754821777344,0.7334070801734924
19,0.07294967770576477,0.9737278819084167,0.213547945022583,0.9491150379180908
20,0.06436967849731445,0.9759402871131897,0.17104901373386383,0.9557521939277649
21,0.06499622017145157,0.9756637215614319,0.0943000391125679,0.9612832069396973
22,0.053317390382289886,0.9803650379180908,0.14200107753276825,0.9413716793060303
23,0.051316145807504654,0.9814712405204773,0.12808389961719513,0.9590708017349243
24,0.06346035748720169,0.9770464897155762,0.10678302496671677,0.9679203629493713
25,0.05436411872506142,0.9803650379180908,0.18684205412864685,0.9358407258987427
26,0.06930040568113327,0.970962405204773,0.18917150795459747,0.9424778819084167
27,0.07176030427217484,0.9740044474601746,0.11157119274139404,0.9690265655517578
28,0.05867772921919823,0.9781526327133179,0.13572943210601807,0.9380530714988708
