,loss,accuracy,val_loss,val_accuracy
0,0.4796634316444397,0.8390486836433411,4.269421100616455,0.6836283206939697
1,0.3136512041091919,0.8990597128868103,9.411038398742676,0.8982300758361816
2,0.17945297062397003,0.935011088848114,0.17836512625217438,0.9325221180915833
3,0.22489804029464722,0.9347345232963562,0.8756109476089478,0.7123894095420837
4,0.2409186065196991,0.9294800758361816,14.911053657531738,0.7356194853782654
5,0.37825727462768555,0.8891040086746216,0.500503659248352,0.8108407258987427
6,0.338181734085083,0.8855088353157043,0.3533861041069031,0.8816371560096741
7,0.21539698541164398,0.926161527633667,0.18716266751289368,0.9214601516723633
8,0.15942887961864471,0.9391592741012573,0.16588985919952393,0.9325221180915833
9,0.15320563316345215,0.9433075189590454,0.138627827167511,0.9446902871131897
10,0.2877965271472931,0.9079092741012573,1.2257871627807617,0.6747787594795227
11,0.1683843433856964,0.9441371560096741,0.19339163601398468,0.9325221180915833
12,0.14736786484718323,0.9535398483276367,0.18637339770793915,0.9380530714988708
13,0.1454545259475708,0.9521570801734924,0.13571028411388397,0.9568583965301514
14,0.14582541584968567,0.9557521939277649,0.15868626534938812,0.9491150379180908
15,0.1282152682542801,0.9571349620819092,0.1634732186794281,0.9347345232963562
16,0.10889142006635666,0.9621128439903259,0.12015549838542938,0.9546459913253784
17,0.10116435587406158,0.966537594795227,0.1014801412820816,0.9634955525398254
18,0.09749407321214676,0.9654313921928406,0.13823068141937256,0.9502212405204773
19,0.0730450451374054,0.9723451137542725,0.14167559146881104,0.9524336457252502
20,0.07245489954948425,0.9737278819084167,0.16269922256469727,0.9535398483276367
21,0.07865804433822632,0.970962405204773,0.12463337182998657,0.9535398483276367
22,0.06740742921829224,0.9748340845108032,0.11998670548200607,0.9590708017349243
23,0.05980605259537697,0.9781526327133179,0.20329129695892334,0.9292035102844238
24,0.05425157770514488,0.9795354008674622,0.12174388021230698,0.9601770043373108
25,0.058576274663209915,0.9811946749687195,0.1814216524362564,0.9480088353157043
26,0.056908950209617615,0.9789823293685913,0.11524849385023117,0.9646017551422119
27,0.04886292666196823,0.9814712405204773,0.1513981968164444,0.9546459913253784
28,0.058530084788799286,0.9784291982650757,0.1332189440727234,0.9557521939277649
29,0.03997889906167984,0.9831305146217346,0.22003258764743805,0.9402654767036438
30,0.034709252417087555,0.9875553250312805,0.18654723465442657,0.9535398483276367
31,0.028301719576120377,0.9881083965301514,0.1490909904241562,0.9579645991325378
32,0.038719918578863144,0.9872787594795227,0.11588574945926666,0.9612832069396973
33,0.03798332437872887,0.9867256879806519,0.17083384096622467,0.9601770043373108
34,0.021290196105837822,0.9919800758361816,0.2033240795135498,0.9513274431228638
35,0.050466280430555344,0.9856194853782654,0.24188129603862762,0.9435840845108032
36,0.04401066154241562,0.9828540086746216,0.14228643476963043,0.9634955525398254
37,0.015557345934212208,0.9950221180915833,0.1548374891281128,0.9679203629493713
38,0.03440938517451286,0.9878318309783936,0.16137883067131042,0.9568583965301514
39,0.020036719739437103,0.9936394095420837,0.17857760190963745,0.9568583965301514
40,0.013820881955325603,0.9964048862457275,0.22857771813869476,0.9568583965301514
41,0.023566799238324165,0.9917035102844238,0.17913685739040375,0.9568583965301514
42,0.0212621558457613,0.9939159154891968,0.24099522829055786,0.9513274431228638
43,0.02739105373620987,0.9892145991325378,0.1748281866312027,0.9502212405204773
44,0.02390989102423191,0.9914270043373108,0.20018605887889862,0.9557521939277649
45,0.012041761539876461,0.9966813921928406,0.19643676280975342,0.9546459913253784
46,0.013907833024859428,0.9939159154891968,0.1828891485929489,0.9546459913253784
47,0.01340047549456358,0.9964048862457275,0.22529064118862152,0.9513274431228638
48,0.013429763726890087,0.9964048862457275,0.16281898319721222,0.9568583965301514
49,0.02263425663113594,0.9903208017349243,0.21051383018493652,0.9590708017349243
50,0.0069976081140339375,0.9980641603469849,0.21658925712108612,0.9535398483276367
51,0.00727968942373991,0.9972345232963562,0.19225257635116577,0.9546459913253784
52,0.01709817349910736,0.9964048862457275,0.2098742574453354,0.9535398483276367
53,0.003658286528661847,0.9994469285011292,0.17422842979431152,0.9612832069396973
54,0.014345923438668251,0.9958517551422119,0.17673884332180023,0.9634955525398254
55,0.018651532009243965,0.9933628439903259,0.16922126710414886,0.9657079577445984
56,0.011295026168227196,0.9950221180915833,0.16753998398780823,0.9579645991325378
57,0.0020934371277689934,0.9994469285011292,0.18213346600532532,0.9590708017349243
58,0.02149062044918537,0.9939159154891968,0.15907473862171173,0.9612832069396973
59,0.00919556338340044,0.9983407258987427,0.14234670996665955,0.9634955525398254
60,0.00436412775889039,0.9983407258987427,0.17175717651844025,0.9657079577445984
61,0.011775372549891472,0.9966813921928406,0.17870955169200897,0.9579645991325378
62,0.010736729949712753,0.9955752491950989,0.191322922706604,0.9623894095420837
63,0.0075590419583022594,0.997787594795227,0.1299741417169571,0.9657079577445984
64,0.006629250943660736,0.997511088848114,0.1567612886428833,0.9657079577445984
65,0.004286675713956356,0.9986172318458557,0.1523500680923462,0.9657079577445984
66,0.0023090424947440624,0.9988937973976135,0.16201011836528778,0.9679203629493713
67,0.002955150790512562,0.9986172318458557,0.15758658945560455,0.9734513163566589
68,0.008239450864493847,0.9980641603469849,0.20173798501491547,0.9612832069396973
69,0.01546392124146223,0.9958517551422119,0.18488986790180206,0.9590708017349243
70,0.01145523227751255,0.9958517551422119,0.20034246146678925,0.9601770043373108
71,0.007643051911145449,0.9969579577445984,0.16693341732025146,0.9612832069396973
72,0.005830259993672371,0.9969579577445984,0.17677746713161469,0.9657079577445984
73,0.023600248619914055,0.9919800758361816,0.42940282821655273,0.9314159154891968
74,0.009249291382730007,0.9964048862457275,0.19934196770191193,0.9668141603469849
75,0.00949612446129322,0.9966813921928406,0.17625465989112854,0.9634955525398254
76,0.0103610809892416,0.9969579577445984,0.176127091050148,0.9634955525398254
77,0.00380169996060431,0.9986172318458557,0.17445896565914154,0.9590708017349243
78,0.0015987972728908062,0.9997234344482422,0.1727612465620041,0.9601770043373108
79,0.0028329200576990843,0.9986172318458557,0.1835760921239853,0.9590708017349243
80,0.0016745461616665125,0.9997234344482422,0.21478857100009918,0.9623894095420837
81,0.00842261128127575,0.997787594795227,0.21381336450576782,0.9579645991325378
82,0.014982352033257484,0.9955752491950989,0.2244185507297516,0.9590708017349243
83,0.01453715655952692,0.9950221180915833,0.19397202134132385,0.9601770043373108
84,0.006064658518880606,0.9986172318458557,0.20351336896419525,0.9634955525398254
85,0.001760432729497552,0.9994469285011292,0.2016170769929886,0.9646017551422119
86,0.0009612296125851572,0.9997234344482422,0.22242777049541473,0.9634955525398254
87,0.0005012535257264972,1.0,0.21433699131011963,0.9634955525398254
88,0.04313068836927414,0.9908738732337952,0.3829101026058197,0.9457964897155762
89,0.01574707217514515,0.9961283206939697,0.15535256266593933,0.9657079577445984
90,0.012877114117145538,0.9969579577445984,0.1997009664773941,0.9557521939277649
91,0.00735061801970005,0.997511088848114,0.18487533926963806,0.9657079577445984
92,0.006492136511951685,0.9983407258987427,0.22870104014873505,0.9568583965301514
